0,1,1,21574
0,2,1,21578
0,3,1,21687
0,4,1,21574
0,5,1,21796
0,6,1,21796
0,7,1,21578
0,8,1,21913
0,9,1,21913
0,10,1,21913
0,11,1,21687
0,12,1,22024
0,13,1,22024
0,14,1,22029
0,15,1,22029
0,10,1,22145
0,16,1,22024
0,7,1,22268
0,17,1,22268
0,18,1,22268
0,19,1,22387
0,20,1,22387
0,21,1,21796
0,8,1,22145
0,11,1,22496
0,13,1,22496
0,22,1,22496
0,23,1,22387
0,2,1,22501
0,16,1,22504
0,18,1,22504
0,7,1,22504
0,24,1,22268
0,20,1,22628
0,19,1,22628
0,4,1,22145
0,5,1,22387
0,23,1,22628
0,25,1,22750
0,11,1,22628
0,10,1,22628
0,13,1,22754
0,22,1,22754
0,15,1,22754
0,8,1,22508
0,21,1,22508
0,7,1,22863
0,26,1,22863
0,11,1,23122
0,23,1,23122
0,26,1,23256
0,21,1,23256
0,7,1,23740
0,4,1,23626
0,7,1,24109
0,7,1,25184
0,27,1,25545
0,7,1,25552
0,4,1,25184
0,28,1,26158
0,4,1,26636
0,26,1,26758
0,22,1,26758
0,7,1,26629
0,4,1,27004
0,4,1,27343
0,4,1,28096
0,7,1,28096
0,7,1,31710
0,7,1,33023
0,4,1,29331
0,2,1,34459
0,2,1,40295
0,2,1,40905
0,2,1,43226
0,2,1,44316
0,14,1,44929
0,14,1,51424
0,2,1,44807
0,2,1,52167
0,2,1,55589
0,2,1,60407
0,14,1,61387
0,2,1,61150
0,14,1,65084
0,2,1,65433
0,2,1,68579
0,1,1,72555
0,29,1,72796
0,30,1,72919
0,1,1,73156
0,31,1,73156
0,29,1,73156
0,14,1,73044
0,16,1,73156
0,32,1,73291
0,11,1,73291
0,29,1,73511
0,30,1,73639
0,33,1,73758
0,26,1,73758
0,31,1,73758
0,1,1,73402
0,16,1,73639
0,11,1,73871
0,34,1,73983
0,35,1,73983
0,14,1,73871
0,36,1,73758
0,29,1,74328
0,19,1,73291
0,30,1,74094
0,31,1,74094
0,16,1,74328
0,1,1,74455
0,2,1,74575
0,37,1,74575
0,35,1,74575
0,14,1,74455
0,34,1,74685
0,29,1,74685
0,11,1,74685
0,38,1,73284
0,39,1,74688
0,33,1,74688
0,20,1,74688
0,35,1,74810
0,19,1,74688
0,1,1,74814
0,37,1,74932
0,11,1,74932
0,34,1,74932
0,31,1,74932
0,32,1,73871
0,1,1,74943
0,40,1,74943
0,36,1,74943
0,29,1,74814
0,35,1,74943
0,26,1,75053
0,10,1,74685
0,16,1,75056
0,38,1,75056
0,11,1,75053
0,30,1,75288
0,31,1,75288
0,37,1,75166
0,36,1,75513
0,26,1,75513
0,19,1,75166
0,1,1,75404
0,20,1,75622
0,37,1,75754
0,14,1,75761
0,29,1,75404
0,40,1,75761
0,19,1,75883
0,31,1,75883
0,23,1,75883
0,10,1,76010
0,30,1,76010
0,11,1,76010
0,6,1,76010
0,16,1,76137
0,37,1,76137
0,32,1,76137
0,1,1,75883
0,36,1,76257
0,19,1,76257
0,29,1,76375
0,6,1,76488
0,39,1,76488
0,37,1,76605
0,14,1,76605
0,10,1,76725
0,1,1,76725
0,31,1,76725
0,32,1,76850
0,38,1,76850
0,30,1,76725
0,36,1,76850
